"","county_fips","GEOID","state","county_name_hub","distance_nearest_hub_mile","nearest_hub_name","nearest_hub_id","hub_county_geoid","hub_county_name","hub_products","hub_desert","centroid_x","centroid_y","fips","ansicode","county_name_spma","state_name","state_abbrev","all_farms","all_sales","annual_avg_estabs_count_naics_4244_grocery_and_related_product_wholesalers","annual_avg_estabs_count_naics_4245_farm_product_raw_material_merch._whls.","annual_avg_estabs_count_naics_44511_supermarkets_and_other_grocery_stores","annual_avg_estabs_count_naics_4451_grocery_stores","d2c_farms_pct","d2c_sales_pct","intermediated_farms_pct","intermediated_sales_pct","local_sales_pct","number_colleges_universities","number_csa","number_farmersmarket","number_foodhub","number_healthcare_facilities","number_k12_schools","number_onfarmmarket","overall_food_insecurity_rate","pct_households_with_no_vehicle","pct_laccess_lowi","total_acres_operated","valueadded_farms_pct","distance_nearest_farmersmarket_mile","nearest_farmersmarket_name","nearest_farmersmarket_id","market_county_geoid","market_county_name","farmersmarket_desert","...48","farm_sale","county_name.x","state_name.x","fruitnut_sale","share","direct_to_consumer","foodhub_present","foodhub_share","interm_sales","foodhub_inter","spma_raw","lnspma","spma"
"11","06013","06013","California","Contra Costa",8.8708209122233,"Fresh Approach",501068,"06013","Contra Costa",NA,FALSE,-2229771.69593286,1959844.81348238,6013,1675903,"Contra Costa","California","CA",405,93429000,110,4,220,297,13.82716084,1.556262016,5.185184956,13.29137611,NA,7,1,18,2,135,280,8,10.3,5.099999905,2.867470503,85221,19.01234627,5.39722106209743,"Diablo Valley Farmers' Market",308853,"06013","Contra Costa",FALSE,169,6840000,"CONTRA COSTA","CALIFORNIA",20196000,2.95263157894737,49914.1873964554,TRUE,98.443737984,91974999.9610714,1168805.30221521,1218719.48961167,14.013311266816,55.118569968045
"12","06003","06003","California","Alpine",46.4406930161163,"Outer Aisle Foods",501079,"06009","Calaveras",NA,TRUE,-2033721.62599824,1985970.49357692,6003,1675840,"Alpine","California","CA",4,NA,NA,NA,1,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,NA,11.8,3.400000095,16.78513908,NA,NA,24.0571539648361,"Sierra Chef Farmers Market @ Lampe Park",311791,"32005","Douglas",TRUE,164,NA,"ALPINE","CALIFORNIA",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
"13","08067","08067","Colorado","La Plata",39.8469945477095,"San Juan College Harvest Food Hub",500212,"35045","San Juan","Fresh fruits;Fresh vegetables;Eggs;Honey;",TRUE,-1037451.0850558,1647572.54855126,8067,198148,"La Plata","Colorado","CO",1131,33074000,12,1,7,11,11.3174181,1.998548746,4.509284019,2.851182222,7.679748535,1,2,2,NA,7,24,1,13,2,4.177801132,469793,15.82670212,2.32701599066502,"Durango Farmers Market",300627,"08067","La Plata",FALSE,255,3795000,"LA PLATA","COLORADO",362000,0.0953886693017128,122068.253865125,FALSE,98.001451254,32412999.987748,20413.9989586784,142482.252823803,11.8669727293475,45.4325414073196
"14","08113","08113","Colorado","San Miguel",10.9741648757237,"Fresh Foundation - DBA Fresh Food Hub",501098,"08113","San Miguel",NA,FALSE,-1075935.06230981,1733627.80779698,8113,198172,"San Miguel","Colorado","CO",120,5418000,3,NA,6,7,4.166666508,4.189737797,1.666666627,NA,NA,0,1,2,1,NA,5,NA,11.5,6.300000191,2.000618219,121553,5.833333492,10.6582294382705,"Norwood Farm and Craft Market",309104,"08113","San Miguel",FALSE,277,2525000,"SAN MIGUEL","COLORADO",NA,NA,1998.27711820274,TRUE,95.810262203,5191000.00615854,43103.0565202301,45101.3336384329,10.7166670957505,40.241424989252
"15","10001","10001","Delaware","Kent",34.4629476984595,"Chesapeake Harvest",500162,"24041","Talbot","Fresh fruits;Fresh vegetables;",TRUE,1737525.89056585,1972023.9703668,10001,217271,"Kent","Delaware","DE",770,570666000,24,4,24,38,6.363636494,NA,2.207792282,NA,NA,3,2,3,NA,20,54,3,14.6,6.800000191,6.49752903,90224,8.571428299,5.49080764434474,"Capital City Farmers Market",300377,"10001","Kent",FALSE,292,13047000,"KENT","DELAWARE",3080000,0.236069594542807,NA,FALSE,NA,NA,NA,NA,NA,NA
"16","12123","12123","Florida","Taylor",113.775123042339,"Florida Fresh Meat Company",500193,"12083","Marion","Eggs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,1190768.00408415,852357.037399411,12123,295728,"Taylor","Florida","FL",212,22001000,2,NA,2,6,2.830188751,0.018180992,6.603773594,0.913594842,NA,0,NA,1,NA,2,8,NA,16.3,5.5,14.7476263,34913,9.433961868,4.7645426138729,"Perry Downtown Farmers' Market",309410,"12123","Taylor",FALSE,356,1136000,"TAYLOR","FLORIDA",527000,0.463908450704225,176.204731292555,FALSE,99.981819008,21996999.9999501,1699.2951861191,1875.49991741166,7.53663052548657,25.890508530352
"17","12017","12017","Florida","Citrus",24.7587249417171,"Florida Fresh Meat Company",500193,"12083","Marion","Eggs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,1316854.90815511,735642.573320998,12017,295752,"Citrus","Florida","FL",602,23663000,4,NA,18,30,11.6279068,2.26091361,2.325581312,NA,NA,0,1,4,NA,38,27,1,16.5,4.699999809,15.66366291,33042,13.95348835,3.79054882864962,"Citrus Hills Farmers Market",309294,"12017","Citrus",FALSE,303,3196000,"CITRUS","FLORIDA",6933000,2.16927409261577,37234.8476299257,FALSE,97.73908639,23128000.0124657,37729.5416088438,74964.3892387696,11.2247684696107,42.53439244664
"18","12071","12071","Florida","Lee",135.28027127719,"Hernando County Growers' Association, Inc.",500158,"12053","Hernando","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;Wine/spirits/beer/hard cider;",TRUE,1416546.14859194,497033.047911294,12071,295758,"Lee","Florida","FL",813,132874000,92,4,136,230,11.80811787,0.882038593,4.920049191,8.014359474,10.156991,5,NA,12,NA,118,120,3,13.6,5.099999905,11.99537563,34591,16.72816658,3.80927662912071,"Alliance for the Arts Green Market",309278,"12071","Lee",FALSE,329,8998000,"LEE","FLORIDA",13314000,1.47966214714381,80768.6032263885,FALSE,99.117961407,131702000.039937,7196.53495670868,87965.1381830972,11.3846958579592,43.2561151498128
"19","12101","12101","Florida","Pasco",15.5517714095588,"Hernando County Growers' Association, Inc.",500158,"12053","Hernando","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;Wine/spirits/beer/hard cider;",FALSE,1333807.86360446,677786.78280751,12101,295739,"Pasco","Florida","FL",1190,137332000,46,NA,78,144,5.546218395,0.205341801,3.949579716,2.890076637,3.41216898,3,NA,5,NA,82,110,6,13.9,4.800000191,12.07172489,73260,9.495798111,8.67280141850663,"Fresh Market at Wiregrass",309342,"12101","Pasco",FALSE,345,5848000,"PASCO","FLORIDA",44919000,7.68108755129959,3749.12833406549,FALSE,99.794658199,137049999.997851,566655.76525962,570404.893593685,13.254101727277,51.6923978357476
"20","12033","12033","Florida","Escambia",88.8968834206643,"Ocean Springs Fresh Market",500016,"28059","Jackson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,824602.955351297,881123.764586798,12033,295737,"Escambia","Florida","FL",515,46044000,32,1,58,124,9.902913094,0.46477282,2.330097198,0.167231351,1.843888402,3,2,2,NA,60,71,1,15.3,6.900000095,12.30762386,48260,12.23300934,15.9685453774106,"Pensacola Growers' Retail Farmers' Market",309409,"12033","Escambia",FALSE,310,3315000,"ESCAMBIA","FLORIDA",911000,0.274811463046757,839.233969206436,FALSE,99.53522718,45830000.0027592,5799.31616504841,6638.55013425485,8.80064886535306,31.5947893450962
"21","12037","12037","Florida","Franklin",172.645870760028,"Florida Fresh Meat Company",500193,"12083","Marion","Eggs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,1077266.12849594,819163.087323785,12037,306911,"Franklin","Florida","FL",32,1025000,6,NA,3,4,12.5,1.951219559,31.25,27.02439117,NA,0,NA,NA,NA,3,6,NA,16.5,6.599999905,0.674056947,NA,43.75,29.5092337717788,"SaltAir Farmers Market",309422,"12045","Gulf",TRUE,312,NA,"FRANKLIN","FLORIDA",35000,NA,22.9675219614706,FALSE,98.048780441,1004999.99952025,33.7173683381625,56.6848902996332,4.03750769020498,10.0996148160741
"22","02090","02090","Alaska","Fairbanks North Star",40.731275725992,"Fairbanks Food Hub",501297,"02090","Fairbanks North Star",NA,TRUE,-2743959.40615591,5268131.0094786,2090,1419969,"Fairbanks North Star","Alaska","AK",295,15653000,5,1,12,13,18.9830513,7.794033051,8.135593414,6.529099941,NA,2,3,5,1,46,39,2,12.4,4.800000191,7.731201649,91927,27.11864471,NA,NA,NA,NA,NA,NA,70,1555000,"FAIRBANKS NORTH STAR","ALASKA",425000,0.273311897106109,NA,TRUE,92.205966949,14433000.006527,8699.62607991231,NA,NA,NA
"23","12065","12065","Florida","Jefferson",144.463681020206,"Florida Fresh Meat Company",500193,"12083","Marion","Eggs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,1157343.71418353,891738.264868436,12065,295733,"Jefferson","Florida","FL",597,114586000,NA,NA,2,3,8.542713165,0.256575853,3.182579517,1.819594026,2.458415508,0,NA,1,NA,2,6,4,16.6,7,5.80290699,151496,11.72529316,7.69112361503522,"Monticello Saturday Main Street Market",309393,"12065","Jefferson",FALSE,326,5379000,"JEFFERSON","FLORIDA",6514000,1.211005763153,4970.13010386474,FALSE,99.743424147,114291999.993081,5476.44182980313,10446.5719336679,9.25402915894946,33.640810695402
"24","13185","13185","Georgia","Lowndes",127.672129241903,"Farmers and You",500274,"12107","Putnam","Fresh fruits;Fresh vegetables;Coffee/tea;Fish/seafood;Wild harvested forest products;",TRUE,1211133.48830942,943237.288130208,13185,326720,"Lowndes","Georgia","GA",389,38452000,6,NA,18,38,7.455012798,0.223655462,5.398457527,0.208051592,NA,2,NA,3,NA,8,20,4,16.7,7.5,8.267756462,62270,12.8534708,1.40208710074267,"Valdosta Farmers Market",309651,"13185","Lowndes",FALSE,453,2212000,"LOWNDES","GEORGIA",2767000,1.25090415913201,43747.0179960158,FALSE,99.776344538,38366000.0017518,2353.71741012596,46100.7354061418,10.7385841812684,40.3403327396315
"25","13127","13127","Georgia","Glynn",98.9937619863535,"Gullah Farmers Cooperative Association",501263,"45013","Beaufort",NA,TRUE,1367526.83249086,1010390.43965147,13127,1671513,"Glynn","Georgia","GA",64,551000,14,NA,20,46,23.4375,7.25952816,NA,NA,NA,1,1,NA,NA,14,18,NA,15.3,5.699999809,12.36205101,1704,NA,11.6865386819632,"Darien Farmers Market",309511,"13191","McIntosh",FALSE,424,2840000,"GLYNN","GEORGIA",113000,0.0397887323943662,292.878971841142,FALSE,92.74047184,510999.9998384,52.1441079879047,345.023079829046,5.84361131284899,18.2502261791784
"26","13051","13051","Georgia","Chatham",42.9905777724104,"Gullah Farmers Cooperative Association",501263,"45013","Beaufort",NA,TRUE,1392375.75579334,1101391.06721603,13051,1694477,"Chatham","Georgia","GA",41,10150000,26,2,52,109,17.07317162,0.315270931,12.19512177,4.453201771,4.778325081,4,NA,4,NA,39,60,NA,15.1,7.300000191,10.80629349,7196,29.26829338,3.88269684331899,"The Savannah Starland Farmers' Market",309644,"13051","Chatham",FALSE,386,304000,"CHATHAM","GEORGIA",NA,NA,2122.67256214226,FALSE,99.684729069,10118000.0005035,5474.54602622097,7597.21858836323,8.93553748407378,32.2035167152839
"27","13179","13179","Georgia","Liberty",67.189896573592,"Gullah Farmers Cooperative Association",501263,"45013","Beaufort",NA,TRUE,1361748.18970048,1076773.31041896,13179,357095,"Liberty","Georgia","GA",53,320000,1,NA,4,11,5.660377502,1.5625,NA,NA,NA,0,NA,2,NA,7,12,NA,15.8,5.5,17.25992775,NA,NA,4.73690163588248,"Fresh off the Farm Farmer's Market",309548,"13179","Liberty",FALSE,450,4000,"LIBERTY","GEORGIA",NA,NA,222.833905173928,FALSE,98.4375,315000,69.775443990111,292.609349164039,5.67883844010578,17.5066367017673
"28","13073","13073","Georgia","Columbia",16.404268527847,"Augusta Locally Grown",501261,"13245","Richmond",NA,FALSE,1262457.56141265,1255436.47926454,13073,348865,"Columbia","Georgia","GA",227,5996000,6,1,17,24,11.01321602,1.034022689,2.643171787,0.050033357,1.434289575,0,NA,NA,NA,10,32,NA,11.7,2.700000048,5.915306091,19964,13.65638733,13.6928507866429,"Growing Augusta Pop-Up Market",301357,"13245","Richmond",FALSE,397,897000,"COLUMBIA","GEORGIA",116000,0.129319955406912,330.676963757685,FALSE,98.965977311,5933999.99956756,22051.2799245486,22381.9568883063,10.0160104171991,37.0794910812318
"29","13137","13137","Georgia","Habersham",52.4581041784372,"WNC Farm toTable",500214,"37099","Jackson","Fresh fruits;Fresh vegetables;Baked goods;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Maple products;Mushrooms;Soap/body care products;",TRUE,1130813.08751923,1359809.22541009,13137,351383,"Habersham","Georgia","GA",375,133785000,3,NA,8,18,4.800000191,0.036625929,2.666666746,3.38976717,NA,2,NA,3,NA,5,13,NA,15.7,3.900000095,7.86648035,18745,7.466666698,1.05608114685374,"Clarkesville Farmers' Market",309499,"13137","Habersham",FALSE,429,2817000,"HABERSHAM","GEORGIA",452000,0.160454384096557,43934.0755807337,FALSE,99.963374071,133736000.000887,48598.5315611857,92532.6071419194,11.435316371026,43.484556156096
"30","16041","16041","Idaho","Franklin",91.6993938140429,"208 Food Hub",501293,"16019","Bonneville",NA,TRUE,-1291552.36574879,2238857.57220716,16041,395585,"Franklin","Idaho","ID",727,131820000,1,NA,1,2,4.264099121,0.185859501,0.962861061,0.050826885,NA,0,NA,NA,NA,3,8,2,11.1,1.799999952,1.304773808,221804,5.226960182,18.7437868702734,"Richmond Harvest Market",313016,"49005","Cache",FALSE,545,4371000,"FRANKLIN","IDAHO",70000,0.0160146419583619,697.350953944726,FALSE,99.814140499,131575000.005782,15647.3374708223,16344.688424767,9.70165825655796,35.6608779626848
"31","16033","16033","Idaho","Clark",57.08115584698,"208 Food Hub",501293,"16019","Bonneville",NA,TRUE,-1294918.60566508,2477661.61194184,16033,399755,"Clark","Idaho","ID",67,49051000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,15,0,50.69638062,168060,NA,46.9268488969477,"Henry's Fork Farmers' Market in Ashton",309688,"16043","Fremont",TRUE,541,1963000,"CLARK","IDAHO",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
"32","16079","16079","Idaho","Shoshone",73.7858762842133,"LINC Foods",500065,"53063","Spokane","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,-1500661.89703904,2864198.91247382,16079,1702379,"Shoshone","Idaho","ID",44,222000,2,NA,6,7,20.45454597,10.36036015,NA,NA,NA,0,NA,NA,NA,4,7,NA,16.6,4.699999809,4.135682106,NA,NA,50.2681985057071,"Kootenai County Farmers Markets- Saturday",314114,"16055","Kootenai",TRUE,564,190000,"SHOSHONE","IDAHO",8000,0.0421052631578947,9.10209123550768,FALSE,89.63963985,199000.000467,36.5516173659891,45.6537086014968,3.82108484364255,9.12293856654376
"33","17031","17031","Illinois","Cook",2.39069451009392,"Moss Funnel Farms",500079,"17031","Cook","frozen blueberries;",FALSE,673961.689685232,2122005.14128501,17031,1784766,"Cook","Illinois","IL",154,22399000,765,23,1163,1718,23.37662315,10.66565514,8.441558838,3.50462079,30.78708839,67,7,116,10,486,1397,7,14,17.70000076,1.766664982,2668,31.81818199,0.845322058700382,"Riverside Farmers' Market",300001,"17031","Cook",FALSE,584,9519000,"COOK","ILLINOIS",252000,0.0264733690513709,3343272.39858503,TRUE,89.33434486,20009999.9051914,3501054.87660773,6844327.27519276,15.7389307321368,62.9059712257024
"34","16073","16073","Idaho","Owyhee",69.2049591906001,"Global Gardens Boise",500226,"16001","Ada","Fresh vegetables;Wild harvested forest products;",TRUE,-1633008.64656365,2349736.68996142,16073,399760,"Owyhee","Idaho","ID",461,463023000,1,NA,3,3,3.68763566,0.019221507,3.03687644,0.276660115,NA,0,1,NA,NA,1,11,1,14.7,2.700000048,10.38170719,631631,6.7245121,45.7602793650236,"Mountain Home Farmers' Market",309696,"16039","Elmore",TRUE,561,9032000,"OWYHEE","IDAHO",NA,NA,42.502322697106,FALSE,99.980778493,462934000.001643,96659.5223633374,96702.0246860345,11.4793896190302,43.6834505669639
"35","16035","16035","Idaho","Clearwater",79.5858818942438,"Western Montana Growers Cooperative",500017,"30063","Missoula","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;",TRUE,-1498693.82048619,2787156.40112778,16035,395697,"Clearwater","Idaho","ID",273,8481000,1,NA,5,5,6.227106094,0.565971017,0.366300374,NA,NA,0,1,NA,NA,5,7,NA,15.6,5.400000095,3.441566229,52960,6.593406677,53.5219124382399,"Latah Farmers Market",301630,"16057","Latah",TRUE,542,1783000,"CLEARWATER","IDAHO",22000,0.0123387549074593,16.7562954243235,FALSE,99.434028983,8432999.99804823,1331.40454167242,1348.16083709675,7.20649659970841,24.4006752267376
"36","18123","18123","Indiana","Perry",45.8213147037282,"New Root's Fresh Stop Project",500062,"21111","Jefferson","Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,812123.683053063,1711775.31762718,18123,451682,"Perry","Indiana","IN",417,47495000,1,NA,2,3,3.35731411,0.092641331,2.637889624,0.181071699,0.307400793,0,NA,NA,NA,3,5,1,15.6,5.900000095,7.065638065,49067,5.995203972,14.0582148128332,"Hancock Co Farmers Market",310454,"21091","Hancock",FALSE,732,2125000,"PERRY","INDIANA",NA,NA,222.634429855542,FALSE,99.907358669,47450999.9998416,22600.0956781757,22822.7301080312,10.0355122528961,37.1674992562004
