county_fips,GEOID,state,county_name_hub,distance_nearest_hub_mile,nearest_hub_name,nearest_hub_id,hub_county_geoid,hub_county_name,hub_products,hub_desert,centroid_x,centroid_y,fips,ansicode,county_name_spma,state_name,state_abbrev,year,all_farms,annual_avg_estabs_count_naics_4244_grocery_and_related_product_wholesalers,annual_avg_estabs_count_naics_4245_farm_product_raw_material_merch._whls.,annual_avg_estabs_count_naics_44511_supermarkets_and_other_grocery_stores,annual_avg_estabs_count_naics_4451_grocery_stores,d2c_sales_pct,intermediated_sales_pct,local_sales_pct,number_colleges_universities,number_csa,number_farmersmarket,number_foodhub,number_healthcare_facilities,number_k12_schools,number_onfarmmarket,overall_food_insecurity_rate,pct_households_with_no_vehicle,pct_laccess_lowi,total_acres_operated,valueadded_farms_pct
01021,01021,Alabama,Chilton,130.412270042822,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,862217.984602306,1128450.09049346,1021,161536,Chilton,Alabama,AL,2022,524,4,,4,5,2.819278002,0.868419945,4.173354626,0,,,,4,14,2,17.1,3.299999952,4.369551659,76682,14.31297684
01023,01023,Alabama,Choctaw,113.918828373198,Up in Farms Food Hub,500149,28049,Hinds,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Herbs;Honey;Maple products;Mushrooms;Nuts;,TRUE,726596.880197506,1023551.22317453,1023,161537,Choctaw,Alabama,AL,2022,205,,,4,4,,,,0,,,,2,4,,18.8,5.699999809,13.04427528,58070,0.975609779
01025,01025,Alabama,Clarke,105.22401904168,Ocean Springs Fresh Market,500016,28059,Jackson,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,770409.136187439,988874.056091178,1025,161538,Clarke,Alabama,AL,2022,247,1,,3,3,0.41817674,,,0,,1,,8,10,,19.7,10.60000038,18.3503437,40430,6.477732658
01027,01027,Alabama,Clay,87.5021138502473,The Common Market Georgia,500112,13121,Fulton,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;,TRUE,936646.341161282,1183333.88892792,1027,161539,Clay,Alabama,AL,2022,434,1,0,3,3,0.258520812,0.196760014,,0,,,,3,5,1,18,6.400000095,2.97461772,66334,11.52073765
01029,01029,Alabama,Cleburne,62.7047562394169,The Common Market Georgia,500112,13121,Fulton,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;,TRUE,963107.690269611,1231758.96707639,1029,161540,Cleburne,Alabama,AL,2022,268,,,3,3,0.131622493,0.021324314,0.595610142,0,,,,1,9,1,17.3,6.800000191,2.024852037,34961,5.97014904
01031,01031,Alabama,Coffee,178.085924465374,Middle Georgia Growers Cooperative,500107,13289,Twiggs,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,946790.240156442,975173.13753748,1031,161541,Coffee,Alabama,AL,2022,666,1,3,9,9,0.014244906,0.204516143,0.225883499,1,,1,,8,18,,18.6,4,8.991894722,94144,7.057056904
01033,01033,Alabama,Colbert,68.2407736028742,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,743765.04526504,1325394.12077599,1033,161542,Colbert,Alabama,AL,2022,500,7,,9,11,0.060890432,0.034027006,0.650094926,1,,1,,11,25,2,18.3,4.699999809,8.829303741,86318,4.800000191
01035,01035,Alabama,Conecuh,129.241245782074,Ocean Springs Fresh Market,500016,28059,Jackson,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,851722.298276237,968611.530047069,1035,161543,Conecuh,Alabama,AL,2022,349,1,,3,5,0.401235998,,,1,,,,2,9,1,21,7,13.28897285,94748,
01037,01037,Alabama,Coosa,117.215360304986,The Common Market Georgia,500112,13121,Fulton,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;,TRUE,904834.72178846,1142645.76012219,1037,161544,Coosa,Alabama,AL,2022,155,1,,1,2,1.83374083,6.2347188,,0,1,,,1,2,1,16.5,3.799999952,7.717219353,28795,14.1935482
01039,01039,Alabama,Covington,152.184613813056,Ocean Springs Fresh Market,500016,28059,Jackson,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,904873.597288806,953593.163380495,1039,161545,Covington,Alabama,AL,2022,809,2,5,5,7,0.063147709,0.085554965,,1,,1,,10,14,,18.9,6.400000095,5.480484962,139421,5.315204144
01041,01041,Alabama,Crenshaw,173.821938046921,Royal Food Service,500078,13121,Fulton,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;,TRUE,912407.627621629,1008393.50030435,1041,161546,Crenshaw,Alabama,AL,2022,474,2,,3,3,0.012571704,0.037715111,0.061780944,0,,,,4,4,1,17.5,7.300000191,13.50618362,105257,4.852320671
01043,01043,Alabama,Cullman,43.896241409635,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,834668.254841578,1269854.22615175,1043,161547,Cullman,Alabama,AL,2022,1574,8,3,7,8,0.27412805,0.059577636,0.606237948,1,,,,14,34,4,17.2,2.900000095,2.843744278,136074,6.416772366
01045,01045,Alabama,Dale,158.25395131674,Middle Georgia Growers Cooperative,500107,13289,Twiggs,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,981959.518900512,982224.05606468,1045,161548,Dale,Alabama,AL,2022,421,1,1,6,7,0.033193566,0.053861257,,1,,2,,4,18,,19.7,5.199999809,8.795501709,83627,9.26365757
01047,01047,Alabama,Dallas,166.522651287613,Ocean Springs Fresh Market,500016,28059,Jackson,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,831751.965048794,1067047.34216399,1047,161549,Dallas,Alabama,AL,2022,398,2,,5,9,0.072911471,,,2,,1,,6,23,,21.9,14.60000038,8.767129898,163117,4.522613049
01049,01049,Alabama,DeKalb,48.2624950758819,Huntsville Food & Farm Hub,501511,01089,Madison,,TRUE,927569.516158489,1316166.47175466,1049,161550,Dekalb,Alabama,AL,2022,1744,8,3,18,20,0.097169541,0.025348576,,0,1,1,,12,20,2,19,4.199999809,0,158628,4.415137768
01051,01051,Alabama,Elmore,125.083127697014,The Common Market Georgia,500112,13121,Fulton,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;,TRUE,917858.040047489,1105908.9092275,1051,161551,Elmore,Alabama,AL,2022,478,4,,13,16,0.54007864,1.213467836,,0,,3,,11,26,2,14.6,4.300000191,4.984245777,53053,12.34309578
01053,01053,Alabama,Escambia,110.381319600788,Ocean Springs Fresh Market,500016,28059,Jackson,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,839024.767430416,933569.445432472,1053,161552,Escambia,Alabama,AL,2022,326,2,2,5,8,0.102464691,0.063694268,,0,,2,,8,16,,19.8,6.099999905,5.676548958,70559,6.441717625
01055,01055,Alabama,Etowah,56.8823643832157,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,911548.154784744,1267873.09221613,1055,161553,Etowah,Alabama,AL,2022,725,8,,15,18,0.164910764,0.332447499,0.501559854,1,,3,,23,42,2,18.1,4.199999809,13.39791965,62154,9.931034088
01057,01057,Alabama,Fayette,95.1898933795672,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,759251.723699452,1216843.00724605,1057,161554,Fayette,Alabama,AL,2022,329,,,2,2,0.034026142,,,0,,1,,6,6,,19.3,10.69999981,0.429989606,50964,2.735562325
01059,01059,Alabama,Franklin,73.2030305643801,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,742729.097814917,1296253.73639582,1059,161555,Franklin,Alabama,AL,2022,747,1,1,10,11,0.009837794,0.049582485,,0,,2,,8,15,,18.4,9.199999809,5.735104561,98140,4.417670727
01061,01061,Alabama,Geneva,182.804742413631,Middle Georgia Growers Cooperative,500107,13289,Twiggs,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,964486.526579735,942665.693557749,1061,161556,Geneva,Alabama,AL,2022,681,3,,8,10,0.13791576,0.088609084,,0,,,,6,13,3,19.8,6.800000191,3.863991022,115487,6.607929707
01063,01063,Alabama,Greene,134.405759059257,Up in Farms Food Hub,500149,28049,Hinds,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Herbs;Honey;Maple products;Mushrooms;Nuts;,TRUE,747888.396656313,1118573.91972167,1063,161557,Greene,Alabama,AL,2022,243,,,1,1,0.549950957,1.317080021,2.049180269,0,,1,,2,5,,24.7,13.19999981,22.75647545,90917,5.349794388
01065,01065,Alabama,Hale,148.386487356135,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,778713.939287395,1111112.67743715,1065,161558,Hale,Alabama,AL,2022,382,,,2,2,0.013249517,,,0,,1,,3,7,,20.6,11.5,6.976491451,110510,4.712041855
01067,01067,Alabama,Henry,137.207623539218,Middle Georgia Growers Cooperative,500107,13289,Twiggs,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,1015708.78270345,995280.372847271,1067,161559,Henry,Alabama,AL,2022,408,1,,2,2,0.014219358,0.055929471,0.088160016,0,1,1,,4,6,,17.6,7.599999905,8.048103333,110087,6.127450943
01069,01069,Alabama,Houston,156.100837458052,Middle Georgia Growers Cooperative,500107,13289,Twiggs,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,1014495.77012518,954669.282281133,1069,161560,Houston,Alabama,AL,2022,616,10,3,16,18,0.123942256,0.518952489,0.720470071,1,1,3,,18,35,1,18.2,6.199999809,4.242109299,107906,10.22727299
01071,01071,Alabama,Jackson,29.1896965535088,Root Here,500189,47051,Franklin,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Poultry/fowl meat and products;Red/other non-poultry meat and products;,TRUE,906142.654667263,1349847.13950905,1071,161561,Jackson,Alabama,AL,2022,1233,1,1,10,11,0.04071353,0.064384185,0.122613996,1,,1,,7,23,1,19.2,4.599999905,5.370416641,160711,3.081913948
01073,01073,Alabama,Jefferson,82.996782072552,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,838206.891659677,1205353.54815454,1073,161562,Jefferson,Alabama,AL,2022,398,87,,105,131,0.374304503,,,9,,14,,84,180,,16.7,6.900000095,12.58663845,24064,6.03015089
01075,01075,Alabama,Lamar,107.557432520583,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,725876.107405778,1220472.87659647,1075,161563,Lamar,Alabama,AL,2022,278,,,4,4,,0.084997877,,0,,,,1,5,,18.5,5.699999809,0.416253746,79675,2.517985582
01077,01077,Alabama,Lauderdale,60.8934383211243,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,755454.617231844,1348990.47287656,1077,161564,Lauderdale,Alabama,AL,2022,1130,6,2,11,13,0.305552512,0.363091648,0.895824432,2,2,2,,15,24,,16.7,6.099999905,6.470682144,95183,6.371681213
01079,01079,Alabama,Lawrence,42.7610927641969,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,790293.397915179,1309436.03436809,1079,161565,Lawrence,Alabama,AL,2022,1139,,1,3,4,0.037458517,0.025694685,0.064081922,0,,2,,2,14,,17.1,5.099999905,5.354034901,103576,3.511852503
01081,01081,Alabama,Lee,91.9094387053149,Royal Food Service,500078,13121,Fulton,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;,TRUE,991456.752792257,1114384.45172341,1081,161566,Lee,Alabama,AL,2022,357,16,2,22,32,0.934356034,2.334893942,4.211575031,1,,1,,15,41,2,16,4.800000191,11.06901932,59924,15.9663868
01083,01083,Alabama,Limestone,22.5265628964601,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,817134.585569061,1344349.1895112,1083,161567,Limestone,Alabama,AL,2022,996,4,,13,15,0.099405892,0.152306095,0.349373907,2,,2,,11,27,1,14.4,3.099999905,6.426367283,99375,7.530120373
01085,01085,Alabama,Lowndes,167.008976808035,The Common Market Georgia,500112,13121,Fulton,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;,TRUE,876178.114063421,1052156.99929992,1085,161568,Lowndes,Alabama,AL,2022,421,,2,1,1,0.221870333,,,0,,,,2,9,,20.7,11.10000038,20.2040062,144238,1.662707806
01087,01087,Alabama,Macon,115.790040340456,Royal Food Service,500078,13121,Fulton,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;,TRUE,962771.97401444,1087061.72170292,1087,161569,Macon,Alabama,AL,2022,322,1,,3,4,0.361877203,0.14094165,0.876123726,1,,1,,3,7,,17.7,10.80000019,22.09988785,101412,9.316770554
01089,01089,Alabama,Madison,2.72548297086196,Huntsville Food & Farm Hub,501511,01089,Madison,,FALSE,856593.236620373,1342905.83074614,1089,161570,Madison,Alabama,AL,2022,928,23,3,54,60,0.180894986,0.049253583,0.34387958,5,2,10,2,57,89,5,14.3,4.099999905,9.342906952,81934,10.88362026
01091,01091,Alabama,Marengo,139.437240075308,Up in Farms Food Hub,500149,28049,Hinds,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Herbs;Honey;Maple products;Mushrooms;Nuts;,TRUE,768782.183282257,1052598.79112783,1091,161572,Marengo,Alabama,AL,2022,434,1,1,3,7,0.136798903,2.746778011,,0,,,,6,10,,20.1,8.600000381,13.24722576,154463,8.294930458
01093,01093,Alabama,Marion,83.7352453440051,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,741704.092070572,1261915.89942505,1093,161573,Marion,Alabama,AL,2022,612,3,,6,6,0.027545821,0.029076144,,0,,,,11,13,,19.9,5,1.031008482,86030,2.941176414
01095,01095,Alabama,Marshall,29.724845074391,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,883105.584486394,1301066.11777791,1095,161574,Marshall,Alabama,AL,2022,1324,6,,20,24,0.127525419,0.041811615,,1,,3,,13,37,2,17.2,4.800000191,10.03142166,114013,7.401812553
01097,01097,Alabama,Mobile,45.0163247475666,Ocean Springs Fresh Market,500016,28059,Jackson,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,743207.776337085,887312.535224487,1097,161575,Mobile,Alabama,AL,2022,657,44,2,61,75,0.140138716,0.43773669,0.820362628,5,,12,,55,107,2,16.8,6.699999809,9.715834618,81529,10.35007572
01099,01099,Alabama,Monroe,117.712613925888,Ocean Springs Fresh Market,500016,28059,Jackson,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,815194.724354003,981031.646438394,1099,161576,Monroe,Alabama,AL,2022,436,,,3,3,0.065577678,,,0,,,,6,9,,19.7,6.300000191,11.32965088,122781,2.06422019
01101,01101,Alabama,Montgomery,144.690962582151,Royal Food Service,500078,13121,Fulton,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;,TRUE,916754.191787707,1063590.41200224,1101,161577,Montgomery,Alabama,AL,2022,512,21,2,32,45,0.042110939,0.195394754,0.66029948,7,1,4,,40,59,,17.7,6.900000095,10.74431801,119471,6.4453125
01103,01103,Alabama,Morgan,23.7233484351578,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,832568.283286898,1305771.52140529,1103,161578,Morgan,Alabama,AL,2022,1102,6,1,17,21,1.725260019,0.118204877,1.848113418,0,1,2,,24,45,1,16.5,5.099999905,8.271168709,102146,9.437386513
01105,01105,Alabama,Perry,150.150977699386,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,811026.410650753,1100121.06507118,1105,161579,Perry,Alabama,AL,2022,305,,1,1,1,0.033060975,,,1,,,,2,3,,23,10.39999962,27.84707451,114633,3.606557369
01107,01107,Alabama,Pickens,131.416840355088,Farm Food Collaborative / Food Bank of North Alabama,500138,01089,Madison,"Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,731247.009692392,1165077.8965273,1107,161580,Pickens,Alabama,AL,2022,397,,,3,4,0.004680959,,,0,,1,,4,7,,20.2,7.800000191,1.496682286,83085,2.267002583
01109,01109,Alabama,Pike,156.736996996932,Royal Food Service,500078,13121,Fulton,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;,TRUE,946539.606716181,1019943.01394311,1109,161581,Pike,Alabama,AL,2022,561,1,2,4,5,0.012327824,0.055625547,0.099825308,1,1,,,5,12,,17.9,6.699999809,10.49358463,126409,5.347593784
