Survey Year,ID,State,Zip,Region,RegionLg,LegalStat,LegalStat_Other_TEXT,LegalStatCat,Year,YearsinOperation,YearsinOp_Cat,YearsinOp_Cat_2,BusModel,Revenue,GrossSales,Expenses,OER,ProdCategory%Total,ProdCategory%_FreshFV,ProdCategory%_ProcessedFV,ProdCategory%_Meat,ProdCategory%_Fish,ProdCategory%_Dairy,ProdCategory%_Eggs,ProdCategory%_Grains,ProdCategory%_Baked,ProdCategory%_Coffee,ProdCategory%_ValueAdd,ProdCategory%_Alcohol,ProdCategory%_NonFood,ProdCategory%_Other1,ProdCategory%_Other1_TEXT,ProdCategory%_Other2,ProdCategory%_Other2_TEXT,ProdCategory%_Other3,ProdCategory%_Other3_TEXT,ProdCategoryMeat+Fish,ProdCategoryOtherCombined,Customer%Total,CustomerType%_Direct,CustomerType%_LgRetail,CustomerType%_SmRetail,CustomerType%_Restaurants,CustomerType%_Distributors,CustomerType%_Hubs,CustomerType%_Processors,CustomerType%_ECE,CustomerType%_K12,CustomerType%_College,CustomerType%_Hospitals,CustomerType%_AdultCare,CustomerType%_Pantries,CustomerType%_Other1,CustomerType%_Other1_TEXT,CustomerType%_Other2,CustomerType#_Other2_TEXT,CustType%_RetailTotal,CustType%_DistTotal,CustType%_InstTotal,CustType%_OtherTotal,SNAP,SNAPAmt,GrantDependence
2013,Blue Ridge Produce,VA,22718,South Atlantic,South,LLC, ,For-profit,2011.0,2.0,0 - 2 years,0 - 2 years,,450000.0,450000.0,621000.0,1.38,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0, ,0.0, ,0.0, ,0.0,0.0,100.0,0.0,30.0,13.0,20.0,30.0,,0.0,0.0,0.0,0.0,7.0,,,,Food Service Companies (micaela moved to restaurant),0.0, ,43.0,30.0,7.0,0.0,,,Not at all dependent
2013,GrowFood Carolina,SC,29403,South Atlantic,South,Nonprofit, ,Nonprofit,2011.0,2.0,0 - 2 years,0 - 2 years,,634000.0,270000.0,531150.0,0.8377760252365931,100.0,97.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,,0.0,0.0, ,0.0, ,0.0, ,0.0,2.7,100.0,0.0,45.0,5.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0, ,0.0, ,50.0,0.0,0.0,0.0,,,Highly dependent
2013,Monroe Farm Market Cooperative,WV,24983,South Atlantic,South,Producer Cooperative, ,Cooperative,2012.0,1.0,0 - 2 years,0 - 2 years,,169523.0,142037.0,149753.0,0.8833786565834725,100.0,30.0,0.0,45.0,4.0,0.0,12.0,0.0,6.0,0.0,0.0,,3.0,0.0, ,0.0, ,0.0, ,49.0,9.0,100.0,0.0,0.0,80.0,16.0,0.0,,0.0,0.0,4.0,0.0,0.0,,,0.0, ,0.0, ,80.0,0.0,4.0,0.0,,,Somewhat dependent
2013,Farmer Foodshare,NC,27515,South Atlantic,South,Nonprofit, ,Nonprofit,2011.0,2.0,0 - 2 years,0 - 2 years,,80000.0,18600.0,58080.0,0.726,100.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0,4.0,100.0,0.0,0.0,5.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,,,20.0,Camps/Churches,70.0,Food Pantries,5.0,0.0,5.0,90.0,,,Highly dependent
2013,Farm To Family Foods,MO,63104,West North Central,Midwest,LLC, ,For-profit,2011.0,2.0,0 - 2 years,0 - 2 years,,290000.0,250000.0,295500.0,1.0189655172413794,100.0,97.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0, ,0.0, ,0.0, ,0.0,0.0,100.0,5.0,0.0,0.0,45.0,0.0,,0.0,0.0,50.0,0.0,0.0,,,0.0, ,0.0, ,0.0,0.0,50.0,0.0,,,Somewhat dependent
2013,Iowa Valley Food Co-op,IA,52405,West North Central,Midwest,Producer-Consumer Cooperative, ,Cooperative,2011.0,2.0,0 - 2 years,0 - 2 years,,80195.0,72552.0,2750.87,,100.0,30.0,0.0,40.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0, ,40.0,10.0,100.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,consumers (micaela moved to retail),0.0, ,0.0,0.0,0.0,0.0,,,Not at all dependent
2013,U.P. Food Exchange,MI,49855,East North Central,Midwest,No formal legal structure, ,Other,2012.0,1.0,0 - 2 years,0 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Somewhat dependent
2013,Red Meat Market,IL,60657,East North Central,Midwest,C Corp, ,For-profit,2012.0,1.0,0 - 2 years,0 - 2 years,,6000000.0,,4000000.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013,LoCo Food Distribution,CO,80524,Mountain,West,LLC, ,For-profit,2011.0,2.0,0 - 2 years,0 - 2 years,,450000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013,LoCo Food Distribution,CO,80524,Mountain,West,LLC, ,For-profit,2011.0,2.0,0 - 2 years,0 - 2 years,,450000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013,Earth to Urban Local Food Hub,OK,73108,West South Central,South,LLC, ,For-profit,2011.0,2.0,0 - 2 years,0 - 2 years,,450000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013,Veritable Vegetable,CA,94124,Pacific,West,C Corp, ,For-profit,1974.0,39.0,over 20 years,11+ years,,42447000.0,41325000.0,42123000.0,0.9923669517280373,99.99999999999999,96.31215970961887,0.2903811252268602,0.0,0.0,2.131881427707199,0.3750756200846945,0.5759225650332729,0.0,0.0,0.1282516636418633,0.0,0.18632788868723532,0.0,,0.0,,0.0,,0.0,0.8905021173623715,100.00000000000001,4.442831215970962,6.102843315184512,65.66727162734422,18.044767090139143,1.5559588626739262,0,0.7622504537205083,0.0,0.4670296430732002,0.0,0.0,0.0,0,2.957047791893527,,0.0, ,71.77011494252874,1.5559588626739262,0.4670296430732002,2.957047791893527,,,Somewhat dependent
2013,GROWN Locally,IA,52135,West North Central,Midwest,Producer Cooperative, ,Cooperative,1999.0,14.0,11 - 15 years,11+ years,,85250.0,81257.0,93512.0,1.0969149560117302,100.0,76.38972642356966,0.0,1.956754494997354,0.0,0.0,11.557158152528398,0.0,0.0,0.0,9.613940952779453,0.0,0.0,0.0,,0.4824199761251338,,0.0,,1.956754494997354,10.096360928904588,100.00000000000001,3.983656792645557,0.0,15.553121577217963,10.460637237407239,0.0,0,0.0,0.0,2.2422683584183516,65.0110144356794,0.3618149820938504,1.7979989416296442,0,0.0,,0.5894876749080079, ,15.553121577217963,0.0,69.41309671782125,0.5894876749080079,,,Somewhat dependent
2013,Goodness Greeness,IL,60621,East North Central,Midwest,S Corp, ,For-profit,1991.0,22.0,over 20 years,11+ years,,45000000.0,45000000.0,45000000.0,1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0, ,0.0, ,0.0, ,0.0,0.0,100.0,0.0,60.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0, ,0.0, ,100.0,0.0,0.0,0.0,,,Not at all dependent
2013,ACEnet Food Ventures Center,OH,45701,East North Central,Midwest,Nonprofit, ,Nonprofit,1996.0,17.0,16 - 20 years,11+ years,,76329.0,6425000.0,77405.0,1.0140968701279984,100.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,68.0,,0.0,0.0, ,0.0, ,0.0, ,0.0,86.0,100.0,10.0,43.0,25.0,20.0,0.0,,0.0,0.0,2.0,0.0,0.0,,,0.0, ,0.0, ,68.0,0.0,2.0,0.0,,,Not at all dependent
2013,Eastern Market,MI,48381,East North Central,Midwest,Nonprofit, ,Nonprofit,1891.0,122.0,over 20 years,11+ years,,3352000.0,903000.0,3197456.0,0.9538949880668258,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,100.0,Stall rental fees (we do not know vendor sales by category),0.0, ,0.0,0.0,0.0,100.0,,,Highly dependent
2013,Penn's Corner Farm Alliance,PA,15206,Middle Atlantic,Northeast,Producer Cooperative, ,Cooperative,1999.0,14.0,11 - 15 years,11+ years,,1438000.0,1431000.0,1437950.0,0.9999652294853963,100.0,71.08315863032844,0.6988120195667366,19.007686932215233,0.0,6.289308176100629,0.6988120195667366,0.1397624039133473,0.1397624039133473,0.1956673654786862,1.4675052410901468,0.0,0.2795248078266946,0.0,,0.0,,0.0,,19.007686932215233,2.2222222222222223,100.0,38.434661076170514,0.0,8.77707896575821,51.809923130677845,0.0,0,0.0,0.0,0.5590496156533892,0.41928721174004197,0.0,0.0,0,0.0,,0.0, ,8.77707896575821,0.0,0.9783368273934312,0.0,,,Not at all dependent
2013,tuscarora organic growers cooperative,PA,17229,Middle Atlantic,Northeast,Producer Cooperative, ,Cooperative,1988.0,25.0,over 20 years,11+ years,,2700000.0,2700000.0,,,100.0,96.29629629629629,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,100.0,20.0,5.0,26.0,35.0,4.0,,0.0,0.0,0.0,10.0,0.0,,,0.0, ,0.0, ,31.0,4.0,10.0,0.0,,,Not at all dependent
2013,Meadville Market House,PA,16335,Middle Atlantic,Northeast,Publicly-owned, ,Cooperative,1870.0,143.0,over 20 years,11+ years,,300000.0,219000.0,119365.0,0.3978833333333333,100.0,20.0,2.0,18.0,0.0,20.0,5.0,20.0,2.0,2.0,10.0,0.0,1.0,0.0, ,0.0, ,0.0, ,18.0,35.0,100.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0, ,0.0, ,0.0,0.0,0.0,0.0,,,Not at all dependent
2013,86 Old Las Vegas Hiway,NM,87508,Mountain,West,LLC, ,For-profit,1994.0,19.0,16 - 20 years,11+ years,,185323.0,185323.0,61557.590000000004,0.33216378970769955,100.0,70.0,2.0,6.0,0.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0, ,6.0,10.0,100.0,70.0,0.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,20.0,food bank,0.0, ,10.0,0.0,0.0,20.0,,,Not at all dependent
2013,Red Tomato,MA,2762,New England,Northeast,Nonprofit, ,Nonprofit,1997.0,16.0,16 - 20 years,11+ years,,3856685.0,3427575.0,3651825.0,0.9468818428261577,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,100.0,0.0,88.32994172264648,0.0,0.0,11.670058277353522,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0, ,88.32994172264648,11.670058277353522,0.0,0.0,,,Somewhat dependent
2013,Western MA Food Processing Center,MA,1301,New England,Northeast,Nonprofit, ,Nonprofit,2001.0,12.0,11 - 15 years,11+ years,,542000.0,176000.0,577500.0,1.0654981549815499,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,56.81818181818182,0.0,39.77272727272727,3.4090909090909087,0.0,0.0,0,0.0,,0.0, ,0.0,0.0,43.18181818181818,0.0,,,Somewhat dependent
2013,Black River Produce,VT,5150,New England,Northeast,C Corp, ,For-profit,1978.0,35.0,over 20 years,11+ years,,54700000.0,54700000.0,50660000.0,0.9261425959780621,100.0,48.0,0.0,16.0,18.0,14.0,2.0,0.0,0.0,0.0,1.0,,1.0,0.0, ,0.0, ,0.0, ,34.0,2.0,100.0,0.0,0.0,26.0,50.0,0.0,,1.0,0.0,2.0,12.0,6.0,3.0,,,nursing homes,0.0, ,26.0,0.0,23.0,0.0,,,Not at all dependent
2013,Farm direct Coop,MA,1945,New England,Northeast,Nonprofit,not-for- profit corporation organized under cooperative bylaws in MA,Nonprofit,1993.0,20.0,16 - 20 years,11+ years,,461000.0,460773.0,437381.68999999994,0.9487672234273318,100.0,88.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,,0.0,0.0, ,0.0, ,0.0, ,0.0,7.0,100.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0, ,0.0, ,0.0,0.0,0.0,0.0,,,Not at all dependent
2013,Santa Monica Farmers Market,CA,90405,Pacific,West,Publicly-owned,Municipality,Cooperative,1981.0,32.0,over 20 years,11+ years,,845000.0,13000000.0,353700.0,0.4185798816568047,100.00000000000001,73.12586923076924,0.0,4.866046153846154,0.0,4.866046153846154,0.0,0.0,0.0,0.0,12.101615384615384,0.0,5.040423076923077,0.0,,0.0,,0.0,,4.866046153846154,17.142038461538462,100.0,91.72307692307692,0.0,0.0,4.0,4.0,0,0.0,0.0,0.2769230769230769,0.0,0.0,0.0,0,0.0,,0.0, ,0.0,4.0,0.2769230769230769,0.0,,,Not at all dependent
2013,Country Natural Beef,OR,97720,Pacific,West,Producer Cooperative, ,Cooperative,1986.0,27.0,over 20 years,11+ years,,75000000.0,75000000.0,74935000.0,0.9991333333333333,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,100.0,0.0,100.0,0.0,68.0,12.0,15.0,3.0,,0.0,0.0,0.0,1.0,1.0,,,0.0, ,0.0, ,80.0,3.0,2.0,0.0,,,Not at all dependent
2013,Alba Organics,CA,95076,Pacific,West,Nonprofit, ,Nonprofit,2001.0,12.0,11 - 15 years,11+ years,,4500000.0,4500000.0,4373080.029999999,0.9717955622222221,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0, ,0.0, ,0.0, ,0.0,0.0,100.0,0.0,10.0,25.0,0.0,50.0,,5.0,,5.0,5.0,0.0,,,0.0, ,0.0, ,35.0,50.0,10.0,0.0,,,Somewhat dependent
2013,Sonoma Organics,CA,95472,Pacific,West,S Corp, ,For-profit,1996.0,17.0,16 - 20 years,11+ years,,600000.0,600000.0,576100.0,0.9601666666666666,100.00000000000001,69.0,0.0,0.0,0.0,23.833333333333336,0.0,0.5,0.0,0.0,5.0,0.0,0.0,1.6666666666666667,,0.0,,0.0,,0.0,7.166666666666667,100.0,0.0,5.0,5.0,85.0,5.0,,0.0,0.0,0.0,0.0,0.0,,,0.0, ,0.0, ,10.0,5.0,0.0,0.0,,,Not at all dependent
2013,Appalachian Harvest,VA,24244,South Atlantic,South,Nonprofit, ,Nonprofit,2000.0,13.0,11 - 15 years,11+ years,,1468736.0,1120185.0,1521936.0,1.0362216218571616,100.0,97.59235753049713,0.0,0.33072011943720886,0.0,0.0,2.051724626679979,0.0,0.0,0.0,0.0,0.0,0.025197723385692105,0.0,,0.0,,0.0,,0.33072011943720886,0.025197723385692105,100.0,0.5,62.0,0.5,0.0,32.0,,0.0,0.0,0.0,0.0,0.0,,,5.0,food bank,0.0, ,62.5,32.0,0.0,5.0,,,Highly dependent
2013,North Carolina State Farmers Market,NC,27603,South Atlantic,South,Publicly-owned, ,Cooperative,1957.0,56.0,over 20 years,11+ years,,1400000.0,5000.0,775150.0,0.5536785714285715,100.0,80.0,4.0,5.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0, ,7.0,5.0,100.0,70.0,20.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0, ,0.0, ,30.0,0.0,0.0,0.0,,,Not at all dependent
2013,Co-op Partners Warehouse,MN,55114,West North Central,Midwest,Consumer Cooperative, ,Cooperative,1999.0,14.0,11 - 15 years,11+ years,,19617478.0,20000000.0,,,100.0,70.0,0.0,2.0,0.0,18.0,2.0,5.0,1.0,0.0,2.0,,0.0,0.0, ,0.0, ,0.0, ,2.0,8.0,100.0,0.0,0.0,92.0,6.0,1.0,,0.0,0.0,0.0,1.0,0.0,,,0.0, ,0.0, ,92.0,1.0,1.0,0.0,,,Not at all dependent
2013,the webb city farmers marekt,MO,64870,West North Central,Midwest,Nonprofit, ,Nonprofit,2000.0,13.0,11 - 15 years,11+ years,,28000.0,425000.0,2400.0,0.08571428571428572,100.0,50.0,2.0,15.0,0.0,0.0,1.0,0.0,25.0,1.0,5.0,0.0,1.0,0.0, ,0.0, ,0.0, ,15.0,32.0,100.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0, ,0.0, ,0.0,0.0,0.0,0.0,,,Somewhat dependent
2013,"Regional Access, Inc.",NY,14850,Middle Atlantic,Northeast,S Corp, ,For-profit,1989.0,24.0,over 20 years,11+ years,,6343793.0,5291244.0,5977113.79,0.9421987429287179,100.0,2.287328978203476,5.623040970965072,9.821468097647697,0.0,26.481170491093316,0.0,14.118858347495348,7.226375179908555,0.0,33.03518030377312,0.0,0.46890696215298855,0.9376706687604304,,0.0,,0.0,,9.821468097647697,55.78699146209044,99.99999546420466,1.9505414983697598,1.4170992681494181,50.092574638402624,36.315963315999035,0.9752698987232492,0,4.466053918511412,0.00899070237547163,0.1492962713494218,4.561484785052438,0.06272116727181737,0.0,0,0.0,,0.0, ,51.509673906552045,0.9752698987232492,4.782492926049149,0.0,,,Not at all dependent
2013,Greensgrow Farm,PA,19125,Middle Atlantic,Northeast,Nonprofit, ,Nonprofit,1997.0,16.0,16 - 20 years,11+ years,,1200000.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Not at all dependent
2013,Rochester Public Market,NY,14605,Middle Atlantic,Northeast,Publicly-owned, ,Cooperative,1905.0,108.0,over 20 years,11+ years,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013,Santa Fe Farmers' Market Institute,NM,87501,Mountain,West,Nonprofit,"Institute is nonprofit, fnded 2002, the Santa Fe Farmers' Mkt is not, founded 1970.  2 separate orgs.",Nonprofit,1970.0,43.0,over 20 years,11+ years,,3700000.0,,311208.43,0.08411038648648649,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013,"The Turnip Truck, LLC",GA,30307,South Atlantic,South,LLC, ,For-profit,1998.0,15.0,11 - 15 years,11+ years,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013,Farmhand Foods,NC,27703,South Atlantic,South,LLC, ,For-profit,2010.0,3.0,3 - 5 years,3 - 5 years,,930583.0,700215.0,793288.4,0.8524638855427189,100.0,0.0,0.0,98.01369812931256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054554647561838546,0.0,,1.9317472231255948,,0.0,,98.01369812931256,1.9863018706874334,100.00010710995907,3.7906057425219393,0.0,5.905160557828667,80.0633648236613,0.0,0,0.0,0.0,0.0,10.240975985947175,0.0,0.0,0,0.0,,0.0, ,5.905160557828667,0.0,10.240975985947175,0.0,,,Somewhat dependent
2013,Headwater Foods,NY,14580,Middle Atlantic,Northeast,S Corp, ,For-profit,2009.0,4.0,3 - 5 years,3 - 5 years,,635000.0,635000.0,512000.0,0.8062992125984252,100.00000000000001,73.22834645669292,14.960629921259844,9.448818897637794,0.0,1.574803149606299,0.0,0.0,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,9.448818897637794,0.7874015748031495,100.00000000000001,94.48818897637796,0.0,0.0,2.3622047244094486,0.0,0,0.0,0.7874015748031495,0.0,2.3622047244094486,0.0,0.0,0,0.0,,0.0, ,0.0,0.0,3.149606299212598,0.0,,,Not at all dependent
2013,Fifth Season Cooperative,WI,54665,East North Central,Midwest,Producer-Consumer Cooperative,hybrid cooperative 6 member class,Cooperative,2010.0,3.0,3 - 5 years,3 - 5 years,,123000.0,126000.0,143621.0,1.167650406504065,100.0,39.0,0.0,39.0,0.0,10.0,1.0,0.0,0.0,1.0,10.0,,0.0,0.0, ,0.0, ,0.0, ,39.0,11.0,100.0,0.0,0.0,0.0,0.0,98.0,,0.0,0.0,0.5,0.0,1.5,,,0.0, ,0.0, ,0.0,98.0,2.0,0.0,,,Somewhat dependent
